,BeverageCategory,Beverage,Food,Rating
8212,White Wine,Gavi/Cortese di Gavi (DOCG),Prawns Roasted,3.5
8213,White Wine,Gavi/Cortese di Gavi (DOCG),Monkfish,3.5
8214,Red Wine,Dolcetto d'Alba DOC,White Onion Soup,3.5
8215,Red Wine,Dolcetto d'Alba DOC,Risotto with Quail,3.5
8216,Red Wine,Dolcetto d'Alba Superiore DOC,Veal Rollatine,3.5
8217,Red Wine,Dolcetto d'Alba Superiore DOC,Spinach and Feta Cheese Pastry,3.5
8218,Red Wine,Dolcetto d'Alba Superiore DOC,Truffled Canapés with Cheese,3.5
8219,Red Wine,Dolcetto d'Asti DOC,Zucchini,3.5
8220,Red Wine,"Patrimonio, Red AOC",Quail,3.5
8221,Red Wine,"Patrimonio, Red AOC",Roasted Chicken,3.5
8222,White Wine,"Patrimonio, White AOC",Crayfish/Crawfish,3.5
8223,Red Wine,"Côtes de Provence, Red AOC",Roast Beef,3.5
8224,White Wine,"Côtes de Provence, White AOC",Seafood,3.5
8225,Red Wine,"Bandol, Red AOC",Game,3.5
8226,Red Wine,"Bandol, Red AOC",Feta Cheese,3.5
8227,Red Wine,"Bandol, Red AOC",Pélardon Cheese,3.5
8228,Red Wine,"Bellet, Red AOC",Game,3.5
8229,Red Wine,"Bellet, Red AOC",Pélardon Cheese,3.5
8230,White Wine,"Bergerac, White",Fish,3.5
8231,Red Wine,"Bergerac, Red",Mozzarella Cheese,3.5
8232,Beer,Imperial Stout,Tarte Tatin,3.5
8233,Red Wine,Cahors AOC,Couscous,3.5
8234,Red Wine,Cahors AOC,Bleu D'Auvergne Cheese,3.5
8235,Red Wine,Madiran AOC,Chaumes Cheese,3.5
8236,Red Wine,Madiran AOC,Ossau Iraty,3.5
8237,Red Wine,Madiran AOC,Roquefort Cheese,3.5
8238,Red Wine,"Ajaccio, Red AOC",Goat Cheese,3.5
8239,Red Wine,"Patrimonio, Red AOC",Lamb Stew,3.5
8240,White Wine,Pinot Blanc,Zucchini Blossoms,3.5
8241,White Wine,Riesling,Zucchini Blossoms,3.5
8242,White Wine,Sauvignon Blanc,Zucchini Blossoms,3.5
8243,White Wine,Soave (Superiore),Zucchini Blossoms,3.5
8244,White Wine,"Chassagne Montrachet, White",Zucchini Blossoms Fried,3.5
8245,White Wine,Chardonnay,Zucchini Blossoms Fried,3.5
8246,White Wine,Pinot Blanc,Zucchini Blossoms Fried,3.5
8247,White Wine,Riesling,Zucchini Blossoms Fried,3.5
8248,White Wine,Sauvignon Blanc,Zucchini Blossoms Fried,3.5
8249,White Wine,Soave (Superiore),Zucchini Blossoms Fried,3.5
8250,White Wine,Riesling,Yogurt Sauces,3.5
8251,Rosé,Rosé,Yogurt Sauces,3.5
8252,White Wine,Sauvignon Blanc,Yogurt Sauces,3.5
8253,Sparkling Wine,Sparkling Wine,Yogurt Sauces,3.5
8254,Red Wine,Barbera DOC,Zucchini,3.5
8255,Red Wine,Beaujolais,Zucchini,3.5
8256,Red Wine,Montepulciano,Zucchini,3.5
8257,White Wine,Sancerre,Zucchini,3.5
8258,White Wine,"Chassagne Montrachet, White",Zucchini Blossoms,3.5
8259,White Wine,Chardonnay,Zucchini Blossoms,3.5
8260,Sparkling Wine,Cava,Wasabi,3.5
8261,Red Wine,Zinfandel,Wasabi,3.5
8262,White Wine,Kabinett Riesling,Watermelon,3.5
8263,White Wine,"Burgundy, White",Yogurt,3.5
8264,White Wine,Chardonnay,Yogurt,3.5
8265,White Wine,Riesling,Yogurt,3.5
8266,White Wine,Sauvignon Blanc,Yogurt,3.5
8267,Sparkling Wine,Sparkling Wine,Yogurt,3.5
8268,White Wine,"Burgundy, White",Yogurt Sauces,3.5
8269,White Wine,Chardonnay,Yogurt Sauces,3.5
8270,Sherry,"Sherry, Fino",Walnuts,3.5
8271,Sherry,"Sherry, Manzanilla",Walnuts,3.5
8272,Sherry,"Sherry, Oloroso",Walnuts,3.5
8273,Liquor,Amaretto,Walnut Desserts,3.5
8274,Coffee,Coffee,Walnut Desserts,3.5
8275,Fortified Wine,"Madeira, Malmsey",Walnut Desserts,3.5
8276,Tea,Tea,Walnut Desserts,3.5
8277,Sparkling Wine,Champagne,Wasabi,3.5
8278,Sake,Sake,Wasabi,3.5
8279,Sparkling Wine,Sparkling Wine,Wasabi,3.5
8280,Red Wine,Barbaresco DOCG,Vietnamese Cuisine With Beef,3.5
8281,Red Wine,Barolo,Vietnamese Cuisine With Beef,3.5
8282,White Wine,Chablis,Vinaigrette,3.5
8283,Sparkling Wine,Champagne,Vinaigrette,3.5
8284,White Wine,Pinot Grigio,Vinaigrette,3.5
8285,White Wine,Verdicchio,Vinaigrette,3.5
8286,Red Wine,Cabernet Sauvignon,Walnuts,3.5
8287,Red Wine,Merlot,Walnuts,3.5
8288,Red Wine,Pinot Noir,Walnuts,3.5
8289,White Wine,Riesling,Walnuts,3.5
8290,Tea,Darjeeling,Venison,3.5
8291,Red Wine,Barbaresco DOCG,Vietnamese Cuisine,3.5
8292,Red Wine,Barolo,Vietnamese Cuisine,3.5
8293,Red Wine,"Burgundy, Red",Vietnamese Cuisine,3.5
8294,Pop,Gingerale,Vietnamese Cuisine,3.5
8295,White Wine,Grüner Veltliner,Vietnamese Cuisine,3.5
8296,Tea,Tea,Vietnamese Cuisine,3.5
8297,White Wine,Viognier,Vietnamese Cuisine,3.5
8298,Red Wine,White Zinfandel,Vietnamese Cuisine,3.5
8299,Red Wine,Zinfandel,Vietnamese Cuisine,3.5
8300,White Wine,Sauvignon Blanc,Vegetarian Dishes with Goat Cheese,3.5
8301,Red Wine,Beaujolais,Vegetarian Dishes Grilled,3.5
8302,Red Wine,Merlot,Vegetarian Dishes Grilled,3.5
8303,Sake,Sake,Vegetarian Dishes Steamed,3.5
8304,White Wine,Sauvignon Blanc,Vegetarian Dishes Stir Fried,3.5
8305,Rosé,Rosé,Veggie Burgers,3.5
8306,Other,Hard Cider,Veggie Burgers,3.5
8307,Sparkling Wine,"Champagne, Rosé ",Venison,3.5
8308,Red Wine,Petite Sirah,Venison,3.5
8309,Sherry,"Sherry, Oloroso",Venison,3.5
8310,White Wine,Sancerre,Wiener Schnitzel,3.5
8311,White Wine,Sauvignon Blanc,Wiener Schnitzel,3.5
8312,Red Wine,Zinfandel,Wiener Schnitzel,3.5
8313,Red Wine,Bordeaux AOC Red,Vegetarian Dishes,3.5
8314,Sparkling Wine,"Champagne, Rosé ",Vegetarian Dishes,3.5
8315,White Wine,Grüner Veltliner,Vegetarian Dishes,3.5
8316,White Wine,Viognier,Vegetarian Dishes,3.5
8317,Sparkling Wine,Sparkling Wine,Vegetarian Dishes,3.5
8318,Red Wine,Merlot,Vegetarian Bean Dishes,3.5
8319,White Wine,Sancerre,Vegetarian Dishes with Goat Cheese,3.5
8320,White Wine,"Burgundy, White",Veal Roasted,3.5
8321,Red Wine,Chianti Classico DOCG,Veal Roasted,3.5
8322,Red Wine,Grenache,Veal Roasted,3.5
8323,Red Wine,Merlot,Veal Roasted,3.5
8324,White Wine,Pinot Gris,Veal Roasted,3.5
8325,Red Wine,Valpolicella,Veal Roasted,3.5
8326,White Wine,Pinot Grigio,Veal Scallopine,3.5
8327,White Wine,Soave (Superiore),Veal Scallopine,3.5
8328,Sparkling Wine,"Sparkling Wine, Brut",Veal Scallopine,3.5
8329,Beer,Pilsner,Wiener Schnitzel,3.5
8330,Red Wine,Bordeaux AOC Red,Veal Loin Roasted,3.5
8331,White Wine,"Burgundy, White",Veal Loin Roasted,3.5
8332,White Wine,Chablis,Veal With Citrus Sauce,3.5
8333,White Wine,Chardonnay,Veal With Citrus Sauce,3.5
8334,White Wine,Chardonnay,Veal with Morels,3.5
8335,White Wine,Pinot Gris,Veal with Morels,3.5
8336,White Wine,Vouvray,Veal with Morels,3.5
8337,Red Wine,Brunello di Montalcino (DOCG),Veal Parmesan,3.5
8338,Red Wine,Chianti DOCG,Veal Parmesan,3.5
8339,Red Wine,"Burgundy, Red",Veal Roasted,3.5
8340,Red Wine,"Côtes du Rhône, Red",Veal Braised Shanks or Shoulder,3.5
8341,Red Wine,Super Tuscan,Veal Braised Shanks or Shoulder,3.5
8342,Red Wine,Syrah,Veal Braised Shanks or Shoulder,3.5
8343,Red Wine,Bordeaux AOC Red,Veal Chops,3.5
8344,Red Wine,"Rioja, Red",Veal Chops,3.5
8345,Red Wine,"Burgundy, Red",Grilled Veal,3.5
8346,Red Wine,Malbec,Grilled Veal,3.5
8347,Red Wine,"Rioja, Red",Grilled Veal,3.5
8348,Red Wine,Syrah,Grilled Veal,3.5
8349,Red Wine,Zinfandel,Grilled Veal,3.5
8350,Red Wine,Brunello di Montalcino (DOCG),Veal,3.5
8351,Sparkling Wine,"Champagne, Rosé ",Veal,3.5
8352,Other,Hard Cider,Veal,3.5
8353,Red Wine,Dolcetto (DOC),Veal,3.5
8354,Red Wine,Sangiovese,Veal,3.5
8355,White Wine,Soave (Superiore),Veal,3.5
8356,White Wine,Vouvray,Veal,3.5
8357,Red Wine,Zinfandel,Veal,3.5
8358,Red Wine,Bordeaux AOC Red,Veal Braised Shanks or Shoulder,3.5
8359,Red Wine,Pinot Noir,Veal Braised Shanks or Shoulder,3.5
8360,White Wine,"Burgundy, White",Vanilla,3.5
8361,White Wine,Chardonnay,Vanilla,3.5
8362,Sparkling Wine,Champagne,Vanilla,3.5
8363,Coffee,Coffee,Vanilla,3.5
8364,Tea,Tea,Vanilla,3.5
8365,Dairy,Hot Chocolate,Vanilla,3.5
8366,Dessert Wine,Ice Wine,Vanilla,3.5
8367,Dessert Wine,"Riesling, Late Harvest",Vanilla,3.5
8368,Sherry,"Sherry, PX or Pedro Ximenez",Vanilla,3.5
8369,Port,"Port, Tawny",Vanilla,3.5
8370,Rosé,Rosé,Turkey Hash,3.5
8371,Red Wine,Beaujolais,Turkey Leftovers,3.5
8372,Red Wine,Pinot Noir,Turkey Leftovers,3.5
8373,White Wine,Riesling,Turkey Leftovers,3.5
8374,White Wine,Riesling,Turkey Roasted,3.5
8375,White Wine,Sauvignon Blanc,Turkey Roasted,3.5
8376,Red Wine,"Rioja, Red",Turkey Roasted,3.5
8377,White Wine,Vouvray,Turkey Roasted,3.5
8378,Dessert Wine,Moscato d'Asti,Vanilla,3.5
8379,Dessert Wine,Banyuls,Vanilla,3.5
8380,Red Wine,Chianti DOCG,Tuna with Pesto,3.5
8381,White Wine,Pinot Gris,Tuna Tartare,3.5
8382,White Wine,Viognier,Tuna Tartare,3.5
8383,Sparkling Wine,Sparkling Wine,Turbot Poached,3.5
8384,White Wine,Riesling,Turkey,3.5
8385,Red Wine,"Rioja, Red",Turkey,3.5
8386,White Wine,Sauvignon Blanc,Turkey,3.5
8387,White Wine,Vouvray,Turkey,3.5
8388,White Wine,Riesling,Turkey Hash,3.5
8389,White Wine,"Riesling, Alsace",Turkey Hash,3.5
8390,Red Wine,Zinfandel,Tuna,3.5
8391,Red Wine,Beaujolais,Tuna Casserole,3.5
8392,White Wine,"Chardonnay, Unoaked",Tuna Casserole,3.5
8393,White Wine,Pinot Gris,Tuna Carpaccio,3.5
8394,White Wine,Viognier,Tuna Carpaccio,3.5
8395,White Wine,Chenin Blanc,Tuna Ceviche,3.5
8396,White Wine,Muscadet,Tuna Ceviche,3.5
8397,White Wine,Riesling,Tuna Ceviche,3.5
8398,Tea,"Tea, Green",Grilled Tuna,3.5
8399,White Wine,Chardonnay,Tuna with Pesto,3.5
8400,White Wine,"Burgundy, White",Tuna,3.5
8401,Red Wine,Cabernet Franc,Tuna,3.5
8402,Red Wine,Cabernet Sauvignon,Tuna,3.5
8403,Sparkling Wine,"Champagne, Rosé ",Tuna,3.5
8404,Red Wine,"Châteauneuf du Pape, Red",Tuna,3.5
8405,Red Wine,Gigondas,Tuna,3.5
8406,White Wine,Riesling,Tuna,3.5
8407,Other,Rosé,Tuna,3.5
8408,Red Wine,Shiraz,Tuna,3.5
8409,White Wine,Viognier,Tuna,3.5
8410,White Wine,Meursault,Trout in a Butter Sauce,3.5
8411,White Wine,Bordeaux AOC White,Trout in a Butter Sauce,3.5
8412,White Wine,Kabinett Riesling,Trout in a Butter Sauce,3.5
8413,White Wine,Bordeaux AOC White,Trout in a Lemon Sauce,3.5
8414,Red Wine,Barbera DOC,Truffles,3.5
8415,Red Wine,Pauillac (AOC),Truffles,3.5
8416,White Wine,"Burgundy, White",Truffles,3.5
8417,White Wine,Chardonnay,Truffles,3.5
8418,Red Wine,Dolcetto (DOC),Truffles,3.5
8419,Red Wine,"Ribera del Duero, Red",Truffles,3.5
8420,Sparkling Wine,Champagne,Tortilla Chips,3.5
8421,Sparkling Wine,Prosecco,Tortilla Chips,3.5
8422,Sparkling Wine,Sparkling Wine,Tortilla Chips,3.5
8423,White Wine,Sauvignon Blanc,Tortilla Chips,3.5
8424,White Wine,Pinot Bianco,Trout,3.5
8425,White Wine,Pinot Blanc,Trout,3.5
8426,White Wine,Pinot Gris,Trout,3.5
8427,White Wine,Sancerre,Trout,3.5
8428,White Wine,Sauvignon Blanc,Trout,3.5
8429,White Wine,Vouvray,Trout,3.5
8430,Red Wine,"Burgundy, Red",Tomatillos,3.5
8431,Red Wine,"Côtes du Rhône, Red",Tomatillos,3.5
8432,White Wine,Riesling,Tomatillos,3.5
8433,Tea,Oolong Tea,Tofu,3.5
8434,Rosé,Rosé,Tomatoes Raw,3.5
8435,White Wine,Riesling,Tomatoes Raw,3.5
8436,White Wine,Pinot Grigio,Tomatoes Raw,3.5
8437,White Wine,Gewürztraminer,Tomatoes Raw,3.5
8438,White Wine,Pinot Grigio,Fried Green Tomato,3.5
8439,Sake,Sake,Toro,3.5
8440,Sparkling Wine,"Champagne, Rosé ",Thyme,3.5
8441,White Wine,Chardonnay,Thyme,3.5
8442,Red Wine,"Châteauneuf du Pape, Red",Thyme,3.5
8443,Red Wine,Gigondas,Thyme,3.5
8444,White Wine,Pinot Grigio,Thyme,3.5
8445,Red Wine,Pinot Noir,Thyme,3.5
8446,Red Wine,Syrah,Thyme,3.5
8447,Red Wine,Zinfandel,Thyme,3.5
8448,Dessert Wine,Vin Santo,Tiramisu,3.5
8449,Fortified Wine,"Madeira, Malmsey",Tiramisu,3.5
8450,Red Wine,Nero d'Avola,Thai Cuisine,3.5
8451,White Wine,Pinot Bianco,Thai Cuisine,3.5
8452,White Wine,Pinot Blanc,Thai Cuisine,3.5
8453,White Wine,Pinot Grigio,Thai Cuisine,3.5
8454,White Wine,Pinot Gris,Thai Cuisine,3.5
8455,Red Wine,Pinot Noir,Thai Cuisine,3.5
8456,Rosé,Rosé,Thai Cuisine,3.5
8457,Sparkling Wine,Sparkling Wine,Thai Cuisine,3.5
8458,Red Wine,Syrah,Thai Cuisine,3.5
8459,White Wine,Vouvray,Thai Cuisine,3.5
8460,White Wine,Riesling,Teriyaki,3.5
8461,Red Wine,Beaujolais,Tex Mex Cuisine,3.5
8462,Beer,Oatmeal Stout,Cheddar Cheese,3.5
8463,White Wine,Sauvignon Blanc,Tex Mex Cuisine,3.5
8464,White Wine,Sauvignon Blanc,Thai Basil,3.5
8465,Red Wine,Beaujolais,Thai Cuisine,3.5
8466,White Wine,Chablis,Thai Cuisine,3.5
8467,Sparkling Wine,"Champagne, Brut",Thai Cuisine,3.5
8468,White Wine,Chardonnay,Thai Cuisine,3.5
8469,White Wine,Grüner Veltliner,Thai Cuisine,3.5
8470,Red Wine,Pinot Noir,Tarragon,3.5
8471,White Wine,Viognier,Tarragon,3.5
8472,Sake,Sake,Tempura,3.5
8473,White Wine,Sauvignon Blanc,Tempura,3.5
8474,White Wine,Gewürztraminer,Seafood Tempura,3.5
8475,White Wine,Muscadet,Seafood Tempura,3.5
8476,White Wine,Sauvignon Blanc,Seafood Tempura,3.5
8477,Sherry,"Sherry, Fino",Seafood Tempura,3.5
8478,Red Wine,"Bandol, Red AOC",Teriyaki,3.5
8479,Red Wine,Merlot,Teriyaki,3.5
8480,Red Wine,Tempranillo,Beef Tacos,3.5
8481,White Wine,Gewürztraminer,Tandoori,3.5
8482,Red Wine,Zinfandel,Tandoori,3.5
8483,Sparkling Wine,"Champagne, Blanc de blancs ",Tapenade,3.5
8484,White Wine,Sauvignon Blanc,Tapenade,3.5
8485,Sherry,Sherry,Tapenade,3.5
8486,Red Wine,Zinfandel,Tapenade,3.5
8487,White Wine,Arneis,Tarragon,3.5
8488,White Wine,"Burgundy, White",Tarragon,3.5
8489,Red Wine,Merlot,Tarragon,3.5
8490,Beer,Baltic Porter,Strawberry Tart,3.5
8491,Red Wine,Pinot Noir,Tabasco,3.5
8492,Sparkling Wine,Sparkling Wine,Tabasco,3.5
8493,White Wine,Vinho Verde,Tabasco,3.5
8494,Red Wine,Pinot Noir,Tabbouleh,3.5
8495,Rosé,Rosé,Tabbouleh,3.5
8496,White Wine,Sauvignon Blanc,Tabbouleh,3.5
8497,Beer,Pilsner,Tacos,3.5
8498,Red Wine,"Côtes du Rhône, Red",Beef Tacos,3.5
8499,Beer,Cream Stout,Tarte Tatin,3.5
8500,White Wine,Sancerre,Swordfish with Lemon Butter Sauce,3.5
8501,White Wine,Sauvignon Blanc,Swordfish with Lemon Butter Sauce,3.5
8502,Red Wine,Cabernet Sauvignon,Swordfish with Peppercorn Crust,3.5
8503,Red Wine,Shiraz,Swordfish with Peppercorn Crust,3.5
8504,Red Wine,Syrah,Swordfish with Peppercorn Crust,3.5
8505,White Wine,Chardonnay,Swordfish Roasted,3.5
8506,White Wine,Sauvignon Blanc,Swordfish Roasted,3.5
8507,Red Wine,Beaujolais,Szechuan Food,3.5
8508,Rosé,Rosé,Szechuan Food,3.5
8509,Sparkling Wine,Sparkling Wine,Szechuan Food,3.5
8510,Sparkling Wine,Champagne,Swordfish,3.5
8511,White Wine,Riesling,Swordfish,3.5
8512,White Wine,Sancerre,Swordfish,3.5
8513,White Wine,Semillon,Swordfish,3.5
8514,White Wine,Semillon,Grilled Swordfish,3.5
8515,White Wine,Sauvignon Blanc,Swordfish with bacon,3.5
8516,Red Wine,Zinfandel,Swordfish with bacon,3.5
8517,Red Wine,Cabernet Sauvignon,Swordfish with Black Pepper,3.5
8518,Red Wine,Petite Sirah,Swordfish with Black Pepper,3.5
8519,White Wine,Chablis Premier Cru,Swordfish with Lemon Butter Sauce,3.5
8520,Red Wine,Chianti DOCG,Sweetbreads,3.5
8521,White Wine,"Gewürztraminer, Alsace",Sweetbreads,3.5
8522,White Wine,Sauvignon Blanc,Sweetbreads,3.5
8523,Sherry,"Sherry, Oloroso",Sweetbreads,3.5
8524,White Wine,Chardonnay,Sweetbreads with Mustard,3.5
8525,White Wine,Gewürztraminer,Sweet Potato,3.5
8526,White Wine,Riesling,Sweet Potato,3.5
8527,White Wine,Viognier,Sweet Potato,3.5
8528,White Wine,Sauvignon Blanc,Swiss Chard,3.5
8529,Red Wine,Cabernet Sauvignon,Swordfish,3.5
8530,Red Wine,Zinfandel,Sushi Eel,3.5
8531,White Wine,Sauvignon Blanc,Sushi Mackerel,3.5
8532,White Wine,Chenin Blanc,Sushi Salmon,3.5
8533,Red Wine,Pinot Noir,Sushi Salmon,3.5
8534,White Wine,Chenin Blanc,Sushi Scallops,3.5
8535,White Wine,Muscadet,Sushi Squid,3.5
8536,Red Wine,Zinfandel,Sushi Tuna,3.5
8537,Sparkling Wine,Sparkling Wine,Sushi Sweet Shrimp,3.5
8538,Red Wine,Beaujolais,Sweetbreads,3.5
8539,White Wine,Chardonnay,Sweetbreads,3.5
8540,White Wine,Pinot Blanc,Striped Bass,3.5
8541,Beer,Ale,Sushi,3.5
8542,Red Wine,"Burgundy, Red",Sushi,3.5
8543,White Wine,"Burgundy, White",Sushi,3.5
8544,White Wine,"Chardonnay, Unoaked",Sushi,3.5
8545,White Wine,Muscadet,Sushi,3.5
8546,White Wine,Chenin Blanc,Sushi Crab,3.5
8547,Red Wine,Amarone,Sushi Eel,3.5
8548,White Wine,Gewürztraminer,Sushi Eel,3.5
8549,White Wine,Riesling,Sushi Eel,3.5
8550,Sparkling Wine,"Champagne, Rosé ",Strawberries,3.5
8551,Sparkling Wine,"Sparkling Wine, Rosé",Strawberries,3.5
8552,White Wine,Riesling,Strawberries,3.5
8553,White Wine,Viognier,Strawberries,3.5
8554,Red Wine,Beaujolais,Strawberry Desserts,3.5
8555,Port,"Port, Tawny",Strawberry Desserts,3.5
8556,White Wine,Pinot Gris,Striped Bass,3.5
8557,White Wine,Pinot Grigio,Striped Bass,3.5
8558,White Wine,Sauvignon Blanc,Striped Bass,3.5
8559,White Wine,Viognier,Striped Bass,3.5
8560,White Wine,Chablis,Steak Tartare,3.5
8561,Red Wine,Dolcetto (DOC),Steak Tartare,3.5
8562,Red Wine,Merlot,Steak Tartare,3.5
8563,Red Wine,Sangiovese,Steak Tartare,3.5
8564,Liquor,Vodka,Steak Tartare,3.5
8565,Red Wine,Beaujolais,Stew,3.5
8566,White Wine,Gewürztraminer,Stew,3.5
8567,Red Wine,Gigondas,Stew,3.5
8568,Sherry,"Sherry, Amontillado",Stew,3.5
8569,Red Wine,Beaujolais,Strawberries,3.5
8570,Red Wine,Bordeaux AOC Red,NY Strip Steak,3.5
8571,Red Wine,"Burgundy, Red",NY Strip Steak,3.5
8572,Red Wine,"Hermitage, Red",NY Strip Steak,3.5
8573,Red Wine,Merlot,NY Strip Steak,3.5
8574,Red Wine,Petite Sirah,NY Strip Steak,3.5
8575,Red Wine,Shiraz,NY Strip Steak,3.5
8576,Red Wine,Bordeaux AOC Red,Steak Tartare,3.5
8577,Red Wine,Brunello di Montalcino (DOCG),Steak Tartare,3.5
8578,Red Wine,"Burgundy, Red",Steak Tartare,3.5
8579,Red Wine,Cabernet Sauvignon,Steak Tartare,3.5
8580,Red Wine,Grenache,Steak Medium Rare,3.5
8581,Red Wine,Merlot,Steak Rib Eye,3.5
8582,Red Wine,"Rioja, Red",Steak Rib Eye,3.5
8583,Red Wine,Sangiovese,Steak Rib Eye,3.5
8584,Red Wine,Syrah,Steak Rib Eye,3.5
8585,Red Wine,Zinfandel,Steak Rib Eye,3.5
8586,Red Wine,Barolo,Steak Sirloin,3.5
8587,Red Wine,"Hermitage, Red",Steak Sirloin,3.5
8588,Red Wine,Merlot,Steak Sirloin,3.5
8589,Red Wine,Zinfandel,Steak Sirloin,3.5
8590,Red Wine,Grenache,Steak with Mustard,3.5
8591,Red Wine,Shiraz,Steak with Mustard,3.5
8592,Red Wine,Barbera DOC,Steak Porterhouse,3.5
8593,Red Wine,Chianti DOCG,Steak Porterhouse,3.5
8594,Red Wine,Saint-Émilion AOC,Steak Porterhouse,3.5
8595,Red Wine,Bordeaux AOC Red,Steak Rare,3.5
8596,Red Wine,"Burgundy, Red",Steak Rare,3.5
8597,Red Wine,Grenache,Steak Rare,3.5
8598,Red Wine,Bordeaux AOC Red,Steak Medium Rare,3.5
8599,Red Wine,"Burgundy, Red",Steak Medium Rare,3.5
8600,Red Wine,Beaujolais,Steak Well Done,3.5
8601,Red Wine,Gamay,Steak Well Done,3.5
8602,Red Wine,Merlot,Steak Well Done,3.5
8603,Red Wine,Beaujolais,Steak Medium Well,3.5
8604,Red Wine,Gamay,Steak Medium Well,3.5
8605,Red Wine,Merlot,Steak Medium Well,3.5
8606,Red Wine,Barbaresco DOCG,Steak and Mushrooms,3.5
8607,Red Wine,Barolo,Steak and Mushrooms,3.5
8608,Red Wine,Shiraz,Steak and Mushrooms,3.5
8609,Red Wine,"Côtes du Rhône, Red",Steak with Mustard,3.5
8610,Red Wine,"Côtes du Rhône, Red",Steak Flank,3.5
8611,Red Wine,Dolcetto (DOC),Steak Flank,3.5
8612,Red Wine,Nebbiolo,Steak Flank,3.5
8613,Beer,Amber Ale,Grilled Steak,3.5
8614,Red Wine,Brunello di Montalcino (DOCG),Grilled Steak,3.5
8615,Red Wine,Chianti DOCG,Grilled Steak,3.5
8616,Red Wine,Merlot,Grilled Steak,3.5
8617,Red Wine,Monastrell,Grilled Steak,3.5
8618,Red Wine,Merlot,Steak Ground,3.5
8619,Red Wine,Beaujolais,Steak Hanger,3.5
8620,White Wine,White Zinfandel,Steak Chicken Fried,3.5
8621,Red Wine,Beaujolais,Steak Cold,3.5
8622,Red Wine,Pinot Noir,Steak Cold,3.5
8623,Red Wine,Cabernet Franc,Steak Filet Mignon,3.5
8624,Red Wine,Super Tuscan,Steak Filet Mignon,3.5
8625,Red Wine,Zinfandel,Steak Filet Mignon,3.5
8626,Red Wine,Beaujolais,Steak Frites,3.5
8627,Red Wine,Cabernet Sauvignon,Steak Frites,3.5
8628,Red Wine,Beaujolais,Steak Flank,3.5
8629,Red Wine,Chianti DOCG,Steak Flank,3.5
8630,Red Wine,Côte Rôtie (AOC),Steak with Black Pepper,3.5
8631,Red Wine,Grenache,Steak with Black Pepper,3.5
8632,Red Wine,"Hermitage, Red",Steak with Black Pepper,3.5
8633,Red Wine,Merlot,Steak with Black Pepper,3.5
8634,Red Wine,Petite Sirah,Steak with Black Pepper,3.5
8635,Red Wine,Pinot Noir,Steak with Black Pepper,3.5
8636,Red Wine,Saint-Émilion AOC,Steak with Black Pepper,3.5
8637,Red Wine,Amarone,BBQ Ribs,3.5
8638,Red Wine,Cabernet Sauvignon,Steak Chicken Fried,3.5
8639,Red Wine,Merlot,Steak Chicken Fried,3.5
8640,Beer,Dark Ale,Steak,3.5
8641,Red Wine,Beaujolais,Steak,3.5
8642,Beer,Porter,Steak,3.5
8643,Beer,Stout,Steak,3.5
8644,Liquor,Bourbon and Bourbon Cocktails,Steak,3.5
8645,Red Wine,Malbec,Steak,3.5
8646,Red Wine,Merlot,Steak,3.5
8647,Red Wine,Sangiovese,Bistecca Alla Florentina,3.5
8648,Red Wine,Montepulciano,Bistecca Alla Florentina,3.5
8649,Red Wine,Barolo,Steak with Black Pepper,3.5
8650,White Wine,"Mâcon, White",Squid,3.5
8651,Red Wine,Beaujolais,Squid,3.5
8652,White Wine,Soave (Superiore),Squid,3.5
8653,White Wine,Verdicchio,Squid,3.5
8654,White Wine,Pinot Grigio,Squid Fried,3.5
8655,White Wine,Sancerre,Squid Fried,3.5
8656,Rosé,Rosé,Squid Fried,3.5
8657,White Wine,Trebbiano,Squid Fried,3.5
8658,White Wine,Vermentino,Squid Fried,3.5
8659,White Wine,Vinho Verde,Squid Fried,3.5
8660,White Wine,Riesling,Acorn Squash,3.5
8661,White Wine,Viognier,Acorn Squash,3.5
8662,White Wine,Gewürztraminer,Spaghetti Squash,3.5
8663,White Wine,Riesling,Spaghetti Squash,3.5
8664,Red Wine,Beaujolais,Squab,3.5
8665,Sparkling Wine,"Champagne, Rosé ",Squab,3.5
8666,Red Wine,Pinot Noir,Squab,3.5
8667,Red Wine,"Rioja, Red",Squab,3.5
8668,Red Wine,Sangiovese,Squab,3.5
8669,Red Wine,Zinfandel,Squab,3.5
8670,Red Wine,Zinfandel,Soy Sauce,3.5
8671,Red Wine,Beaujolais,Spinach,3.5
8672,White Wine,Pinot Grigio,Spinach,3.5
8673,Red Wine,Pinot Noir,Spinach,3.5
8674,White Wine,Semillon,Spinach,3.5
8675,White Wine,Soave (Superiore),Spinach,3.5
8676,White Wine,Grüner Veltliner,Spinach and Feta Cheese Pastry,3.5
8677,White Wine,Sauvignon Blanc,Spinach and Feta Cheese Pastry,3.5
8678,White Wine,Chardonnay,Acorn Squash,3.5
8679,White Wine,Gewürztraminer,Acorn Squash,3.5
8680,Red Wine,Pinot Noir,Southwestern Cuisine,3.5
8681,Red Wine,"Rioja, Red",Southwestern Cuisine,3.5
8682,White Wine,Sauvignon Blanc,Southwestern Cuisine,3.5
8683,White Wine,Riesling,Soy Sauce,3.5
8684,Rosé,Rosé,Soy Sauce,3.5
8685,White Wine,Sauvignon Blanc,Soy Sauce,3.5
